Contract,Author_Position,Original_Contract_Title,English_Title,Scopus,Web_of_Science,Rubles,,,,,,,,,,,,,,,
1409,1,"Глубокие глобальные изменения структуры экономики регионов в условиях мировых экономических кризисов
 
 
 Deep global changes in the structure of the regional economy in the context of world economic crises",Deep global changes in the structure of the regions economy in the context of world economic crises,Q3Q4,FALSE,57400,,,,,,,,,,,,,,,
1409,2,"Глубокие глобальные изменения структуры экономики регионов в условиях мировых экономических кризисов
 
 
 Deep global changes in the structure of the regional economy in the context of world economic crises",Deep global changes in the structure of the regions economy in the context of world economic crises,Q3Q4,FALSE,49200,,,,,,,,,,,,,,,
1409,3,"Глубокие глобальные изменения структуры экономики регионов в условиях мировых экономических кризисов
 
 
 Deep global changes in the structure of the regional economy in the context of world economic crises",Deep global changes in the structure of the regions economy in the context of world economic crises,Q3Q4,FALSE,41000,,,,,,,,,,,,,,,
1410,1,"Глубокие глобальные изменения структуры экономики регионов в условиях мировых экономических кризисов
 Deep global changes in the structure of the regional economy in the context of world economic crises",Deep global changes in the structure of the regions economy in the context of world economic crises,Q3,FALSE,57400,,,,,,,,,,,,,,,
1410,2,"Глубокие глобальные изменения структуры экономики регионов в условиях мировых экономических кризисов
 Deep global changes in the structure of the regional economy in the context of world economic crises",Deep global changes in the structure of the regions economy in the context of world economic crises,Q3,FALSE,49200,,,,,,,,,,,,,,,
1410,3,"Глубокие глобальные изменения структуры экономики регионов в условиях мировых экономических кризисов
 Deep global changes in the structure of the regional economy in the context of world economic crises",Deep global changes in the structure of the regions economy in the context of world economic crises,Q3,FALSE,41000,,,,,,,,,,,,,,,
1411,1,"Бактерии Bacillus thuringiensis использование полученных из них антигенов для их дифференциации
 Bacillus thuringiensis bacteria the use of antigens derived from them for their differentiation",Bacteria Bacillus Thuringiensis Use the antigens obtained from them for their differentiation,Q1,TRUE,172200,,,,,,,,,,,,,,,
1411,2,"Бактерии Bacillus thuringiensis использование полученных из них антигенов для их дифференциации
 Bacillus thuringiensis bacteria the use of antigens derived from them for their differentiation",Bacteria Bacillus Thuringiensis Use the antigens obtained from them for their differentiation,Q1,TRUE,86100,,,,,,,,,,,,,,,
1411,3,"Бактерии Bacillus thuringiensis использование полученных из них антигенов для их дифференциации
 Bacillus thuringiensis bacteria the use of antigens derived from them for their differentiation",Bacteria Bacillus Thuringiensis Use the antigens obtained from them for their differentiation,Q1,TRUE,77900,,,,,,,,,,,,,,,
1411,4,"Бактерии Bacillus thuringiensis использование полученных из них антигенов для их дифференциации
 Bacillus thuringiensis bacteria the use of antigens derived from them for their differentiation",Bacteria Bacillus Thuringiensis Use the antigens obtained from them for their differentiation,Q1,TRUE,69700,,,,,,,,,,,,,,,
1412,1,"Изучение влияние катиона двухвалентного железа Fe2 на особенности метаболизма пропионовокислых бактерий
 
 Study of the effect of ferrous iron cation Fe2  on the characteristics of the metabolism of propionic acid bacteria",Study Effect of Bivalent Iron Cation FE2 on the features of metabolism of propionic acid bacteria,Q1,TRUE,205000,,,,,,,,,,,,,,,
1412,2,"Изучение влияние катиона двухвалентного железа Fe2 на особенности метаболизма пропионовокислых бактерий
 
 Study of the effect of ferrous iron cation Fe2  on the characteristics of the metabolism of propionic acid bacteria",Study Effect of Bivalent Iron Cation FE2 on the features of metabolism of propionic acid bacteria,Q1,TRUE,110700,,,,,,,,,,,,,,,
1412,3,"Изучение влияние катиона двухвалентного железа Fe2 на особенности метаболизма пропионовокислых бактерий
 
 Study of the effect of ferrous iron cation Fe2  on the characteristics of the metabolism of propionic acid bacteria",Study Effect of Bivalent Iron Cation FE2 on the features of metabolism of propionic acid bacteria,Q1,TRUE,94300,,,,,,,,,,,,,,,
1413,1,"Нейропротекторная терапия цитиколином и пирацетамом при остром нарушении мозгового кровообращения клинический эффект с учётом психосоматики
 
 Comparison of the clinical effect of Citicoline and Piracetam as neuroprotective therapy in acute cerebrovascular accident",Neuroprotective therapy with cyticolin and piracetam in acute violation of the brain circulation Clinical effect taking into account psychosomatics,Q3,FALSE,53300,,,,,,,,,,,,,,,
1413,2,"Нейропротекторная терапия цитиколином и пирацетамом при остром нарушении мозгового кровообращения клинический эффект с учётом психосоматики
 
 Comparison of the clinical effect of Citicoline and Piracetam as neuroprotective therapy in acute cerebrovascular accident",Neuroprotective therapy with cyticolin and piracetam in acute violation of the brain circulation Clinical effect taking into account psychosomatics,Q3,FALSE,50020,,,,,,,,,,,,,,,
1413,3,"Нейропротекторная терапия цитиколином и пирацетамом при остром нарушении мозгового кровообращения клинический эффект с учётом психосоматики
 
 Comparison of the clinical effect of Citicoline and Piracetam as neuroprotective therapy in acute cerebrovascular accident",Neuroprotective therapy with cyticolin and piracetam in acute violation of the brain circulation Clinical effect taking into account psychosomatics,Q3,FALSE,48380,,,,,,,,,,,,,,,
1413,4,"Нейропротекторная терапия цитиколином и пирацетамом при остром нарушении мозгового кровообращения клинический эффект с учётом психосоматики
 
 Comparison of the clinical effect of Citicoline and Piracetam as neuroprotective therapy in acute cerebrovascular accident",Neuroprotective therapy with cyticolin and piracetam in acute violation of the brain circulation Clinical effect taking into account psychosomatics,Q3,FALSE,32800,,,,,,,,,,,,,,,
1414,1,"Глобальная конкуренция платежных систем
 Global competition of payment systems",Global Payment System Competition,Q1Q2,TRUE,180400,,,,,,,,,,,,,,,
1414,2,"Глобальная конкуренция платежных систем
 Global competition of payment systems",Global Payment System Competition,Q1Q2,TRUE,98400,,,,,,,,,,,,,,,
1414,3,"Глобальная конкуренция платежных систем
 Global competition of payment systems",Global Payment System Competition,Q1Q2,TRUE,82000,,,,,,,,,,,,,,,
1414,4,"Глобальная конкуренция платежных систем
 Global competition of payment systems",Global Payment System Competition,Q1Q2,TRUE,69700,,,,,,,,,,,,,,,
1415,1,"Практика эмбарго как вид гибридной войны за ресурсы опыт Катара
 Embargo practice as a kind of hybrid resource war the Qatar experience",Embargo practice as a kind of hybrid war for resources Catar experience,Q1Q2,TRUE,205000,,,,,,,,,,,,,,,
1415,2,"Практика эмбарго как вид гибридной войны за ресурсы опыт Катара
 Embargo practice as a kind of hybrid resource war the Qatar experience",Embargo practice as a kind of hybrid war for resources Catar experience,Q1Q2,TRUE,110700,,,,,,,,,,,,,,,
1415,3,"Практика эмбарго как вид гибридной войны за ресурсы опыт Катара
 Embargo practice as a kind of hybrid resource war the Qatar experience",Embargo practice as a kind of hybrid war for resources Catar experience,Q1Q2,TRUE,94300,,,,,,,,,,,,,,,
1416,1,"Society and social work practices during COVID19
 Общество и практика социальной работы во время COVID19",Society and social work practices during COVID19,Q1Q2,FALSE,90200,,,,,,,,,,,,,,,
1416,2,"Society and social work practices during COVID19
 Общество и практика социальной работы во время COVID19",Society and social work practices during COVID19,Q1Q2,FALSE,90200,,,,,,,,,,,,,,,
1416,3,"Society and social work practices during COVID19
 Общество и практика социальной работы во время COVID19",Society and social work practices during COVID19,Q1Q2,FALSE,82000,,,,,,,,,,,,,,,
1417,1,"Современные технологии для восстановления биологически активных соединений из пищевых продуктов и их побочных продуктов
 Modern technologies for the recovery of biologically active compounds from food and their byproducts",Modern technologies for restoring biologically active compounds from food and their by-products,Q2,TRUE,131200,,,,,,,,,,,,,,,
1417,2,"Современные технологии для восстановления биологически активных соединений из пищевых продуктов и их побочных продуктов
 Modern technologies for the recovery of biologically active compounds from food and their byproducts",Modern technologies for restoring biologically active compounds from food and their by-products,Q2,TRUE,86100,,,,,,,,,,,,,,,
1417,3,"Современные технологии для восстановления биологически активных соединений из пищевых продуктов и их побочных продуктов
 Modern technologies for the recovery of biologically active compounds from food and their byproducts",Modern technologies for restoring biologically active compounds from food and their by-products,Q2,TRUE,77900,,,,,,,,,,,,,,,
1417,4,"Современные технологии для восстановления биологически активных соединений из пищевых продуктов и их побочных продуктов
 Modern technologies for the recovery of biologically active compounds from food and their byproducts",Modern technologies for restoring biologically active compounds from food and their by-products,Q2,TRUE,69700,,,,,,,,,,,,,,,
1418,1,"Locationbased mobile learning system to facilitate English learning
 Мобильная система обучения на основе местоположения для облегчения изучения английского языка",Locationbased mobile learning system to facilitate English learning,Q1,FALSE,123000,,,,,,,,,,,,,,,
1418,2,"Locationbased mobile learning system to facilitate English learning
 Мобильная система обучения на основе местоположения для облегчения изучения английского языка",Locationbased mobile learning system to facilitate English learning,Q1,FALSE,123000,,,,,,,,,,,,,,,
1418,3,"Locationbased mobile learning system to facilitate English learning
 Мобильная система обучения на основе местоположения для облегчения изучения английского языка",Locationbased mobile learning system to facilitate English learning,Q1,FALSE,114800,,,,,,,,,,,,,,,
1419,1,"Особенности двигательной реабилитации пациентов перенесших травму спинного мозга
 Features of motor rehabilitation in patients with spinal cord injury",Features of the motor rehabilitation of patients who have suffered a spinal cord injury,Q1Q2,TRUE,180400,,,,,,,,,,,,,,,
1419,2,"Особенности двигательной реабилитации пациентов перенесших травму спинного мозга
 Features of motor rehabilitation in patients with spinal cord injury",Features of the motor rehabilitation of patients who have suffered a spinal cord injury,Q1Q2,TRUE,86100,,,,,,,,,,,,,,,
1419,3,"Особенности двигательной реабилитации пациентов перенесших травму спинного мозга
 Features of motor rehabilitation in patients with spinal cord injury",Features of the motor rehabilitation of patients who have suffered a spinal cord injury,Q1Q2,TRUE,77900,,,,,,,,,,,,,,,
1419,4,"Особенности двигательной реабилитации пациентов перенесших травму спинного мозга
 Features of motor rehabilitation in patients with spinal cord injury",Features of the motor rehabilitation of patients who have suffered a spinal cord injury,Q1Q2,TRUE,69700,,,,,,,,,,,,,,,
1420,1,"Малоинвазивный доступ в хирургическом лечении детей и подростков с опухолевой патологией органов грудной и брюшной полостей
 
 Minimally invasive access in the surgical treatment of children and adolescents with tumor pathology of the thoracic and abdominal cavity organs",Minimally invasive access in the surgical treatment of children and adolescents with tumor pathology of the organs of the chest and abdominal cavities,Q2Q3,TRUE,205000,,,,,,,,,,,,,,,
1420,2,"Малоинвазивный доступ в хирургическом лечении детей и подростков с опухолевой патологией органов грудной и брюшной полостей
 
 Minimally invasive access in the surgical treatment of children and adolescents with tumor pathology of the thoracic and abdominal cavity organs",Minimally invasive access in the surgical treatment of children and adolescents with tumor pathology of the organs of the chest and abdominal cavities,Q2Q3,TRUE,110700,,,,,,,,,,,,,,,
1420,3,"Малоинвазивный доступ в хирургическом лечении детей и подростков с опухолевой патологией органов грудной и брюшной полостей
 
 Minimally invasive access in the surgical treatment of children and adolescents with tumor pathology of the thoracic and abdominal cavity organs",Minimally invasive access in the surgical treatment of children and adolescents with tumor pathology of the organs of the chest and abdominal cavities,Q2Q3,TRUE,94300,,,,,,,,,,,,,,,
1421,1,"Применение миниинвазивного доступа в хирургическом лечении папиллярного рака щитовидной железы
 The use of minimally invasive access in the surgical treatment of papillary thyroid cancer",Application of mini-invasive access in surgical treatment of papillary thyroid cancer,Q2Q3,TRUE,205000,,,,,,,,,,,,,,,
1421,2,"Применение миниинвазивного доступа в хирургическом лечении папиллярного рака щитовидной железы
 The use of minimally invasive access in the surgical treatment of papillary thyroid cancer",Application of mini-invasive access in surgical treatment of papillary thyroid cancer,Q2Q3,TRUE,110700,,,,,,,,,,,,,,,
1421,3,"Применение миниинвазивного доступа в хирургическом лечении папиллярного рака щитовидной железы
 The use of minimally invasive access in the surgical treatment of papillary thyroid cancer",Application of mini-invasive access in surgical treatment of papillary thyroid cancer,Q2Q3,TRUE,94300,,,,,,,,,,,,,,,
1422,1,"Комплексное эмпирическое исследование структуры нейропсихологического синдрома у детей с синдромом дефицита внимания и гиперактивности
 A comprehensive empirical study of the structure of neuropsychological syndrome in children with attention deficit hyperactivity disorder",Comprehensive empirical study of the structure of neuropsychological syndrome in children with deficiency syndrome and hyperactivity,Q2,TRUE,180400,,,,,,,,,,,,,,,
1422,2,"Комплексное эмпирическое исследование структуры нейропсихологического синдрома у детей с синдромом дефицита внимания и гиперактивности
 A comprehensive empirical study of the structure of neuropsychological syndrome in children with attention deficit hyperactivity disorder",Comprehensive empirical study of the structure of neuropsychological syndrome in children with deficiency syndrome and hyperactivity,Q2,TRUE,86100,,,,,,,,,,,,,,,
1422,3,"Комплексное эмпирическое исследование структуры нейропсихологического синдрома у детей с синдромом дефицита внимания и гиперактивности
 A comprehensive empirical study of the structure of neuropsychological syndrome in children with attention deficit hyperactivity disorder",Comprehensive empirical study of the structure of neuropsychological syndrome in children with deficiency syndrome and hyperactivity,Q2,TRUE,77900,,,,,,,,,,,,,,,
1422,4,"Комплексное эмпирическое исследование структуры нейропсихологического синдрома у детей с синдромом дефицита внимания и гиперактивности
 A comprehensive empirical study of the structure of neuropsychological syndrome in children with attention deficit hyperactivity disorder",Comprehensive empirical study of the structure of neuropsychological syndrome in children with deficiency syndrome and hyperactivity,Q2,TRUE,69700,,,,,,,,,,,,,,,
1423,1,"Клинические детерминанты психологического благополучия больных перенесших операцию на сосудах сердца
 
 Clinical determinants of the psychological wellbeing of patients undergoing cardiac surgery",Clinical determinants of psychological well-being of patients undergoing surgery on heart vessels,Q2,TRUE,172200,,,,,,,,,,,,,,,
1423,2,"Клинические детерминанты психологического благополучия больных перенесших операцию на сосудах сердца
 
 Clinical determinants of the psychological wellbeing of patients undergoing cardiac surgery",Clinical determinants of psychological well-being of patients undergoing surgery on heart vessels,Q2,TRUE,86100,,,,,,,,,,,,,,,
1423,3,"Клинические детерминанты психологического благополучия больных перенесших операцию на сосудах сердца
 
 Clinical determinants of the psychological wellbeing of patients undergoing cardiac surgery",Clinical determinants of psychological well-being of patients undergoing surgery on heart vessels,Q2,TRUE,77900,,,,,,,,,,,,,,,
1423,4,"Клинические детерминанты психологического благополучия больных перенесших операцию на сосудах сердца
 
 Clinical determinants of the psychological wellbeing of patients undergoing cardiac surgery",Clinical determinants of psychological well-being of patients undergoing surgery on heart vessels,Q2,TRUE,69700,,,,,,,,,,,,,,,
1424,1,"Effect of deflation on the European banking sector
 Влияние дефляции на европейский банковский сектор",Effect of deflation on the European banking sector,Q3Q4,FALSE,65600,,,,,,,,,,,,,,,
1424,2,"Effect of deflation on the European banking sector
 Влияние дефляции на европейский банковский сектор",Effect of deflation on the European banking sector,Q3Q4,FALSE,55760,,,,,,,,,,,,,,,
1424,3,"Effect of deflation on the European banking sector
 Влияние дефляции на европейский банковский сектор",Effect of deflation on the European banking sector,Q3Q4,FALSE,47560,,,,,,,,,,,,,,,
1424,4,"Effect of deflation on the European banking sector
 Влияние дефляции на европейский банковский сектор",Effect of deflation on the European banking sector,Q3Q4,FALSE,36080,,,,,,,,,,,,,,,
1426,1,"Stochastic analysis in decisionmaking models in a company
 Стохастический анализ в моделях принятия решений в компании",Stochastic analysis in decisionmaking models in a company,Q2,TRUE,94300,,,,,,,,,,,,,,,
1426,2,"Stochastic analysis in decisionmaking models in a company
 Стохастический анализ в моделях принятия решений в компании",Stochastic analysis in decisionmaking models in a company,Q2,TRUE,86100,,,,,,,,,,,,,,,
1426,3,"Stochastic analysis in decisionmaking models in a company
 Стохастический анализ в моделях принятия решений в компании",Stochastic analysis in decisionmaking models in a company,Q2,TRUE,77900,,,,,,,,,,,,,,,
1426,4,"Stochastic analysis in decisionmaking models in a company
 Стохастический анализ в моделях принятия решений в компании",Stochastic analysis in decisionmaking models in a company,Q2,TRUE,69700,,,,,,,,,,,,,,,
1427,1,"Predicting Cracks in Concrete Using a Multiscale Model
 Прогнозирование трещин в бетоне с помощью многомасштабной модели",Predicting Cracks in Concrete Using a Multiscale Model,Q2Q3,TRUE,172200,,,,,,,,,,,,,,,
1427,2,"Predicting Cracks in Concrete Using a Multiscale Model
 Прогнозирование трещин в бетоне с помощью многомасштабной модели",Predicting Cracks in Concrete Using a Multiscale Model,Q2Q3,TRUE,86100,,,,,,,,,,,,,,,
1427,3,"Predicting Cracks in Concrete Using a Multiscale Model
 Прогнозирование трещин в бетоне с помощью многомасштабной модели",Predicting Cracks in Concrete Using a Multiscale Model,Q2Q3,TRUE,77900,,,,,,,,,,,,,,,
1427,4,"Predicting Cracks in Concrete Using a Multiscale Model
 Прогнозирование трещин в бетоне с помощью многомасштабной модели",Predicting Cracks in Concrete Using a Multiscale Model,Q2Q3,TRUE,69700,,,,,,,,,,,,,,,
1428,1,"Assessment of human activity in cities by modelling point processes of telecommunication data
 Оценка человеческой деятельности в городах путем моделирования точечных процессов телекоммуникационных данных",Assessment of human activity in cities by modelling point processes of telecommunication data,Q4,TRUE,94300,,,,,,,,,,,,,,,
1428,2,"Assessment of human activity in cities by modelling point processes of telecommunication data
 Оценка человеческой деятельности в городах путем моделирования точечных процессов телекоммуникационных данных",Assessment of human activity in cities by modelling point processes of telecommunication data,Q4,TRUE,86100,,,,,,,,,,,,,,,
1428,3,"Assessment of human activity in cities by modelling point processes of telecommunication data
 Оценка человеческой деятельности в городах путем моделирования точечных процессов телекоммуникационных данных",Assessment of human activity in cities by modelling point processes of telecommunication data,Q4,TRUE,77900,,,,,,,,,,,,,,,
1428,4,"Assessment of human activity in cities by modelling point processes of telecommunication data
 Оценка человеческой деятельности в городах путем моделирования точечных процессов телекоммуникационных данных",Assessment of human activity in cities by modelling point processes of telecommunication data,Q4,TRUE,69700,,,,,,,,,,,,,,,
1429,1,"Breeding of insects effective against agricultural pests on artificial nutrient media of entomophagous
 Селекция эффективных против сельскохозяйственных вредителей насекомых на искусственных питательных средах энтомофагов",Breeding of insects effective against agricultural pests on artificial nutrient media of entomophagous,Q2Q3,TRUE,94300,,,,,,,,,,,,,,,
1429,2,"Breeding of insects effective against agricultural pests on artificial nutrient media of entomophagous
 Селекция эффективных против сельскохозяйственных вредителей насекомых на искусственных питательных средах энтомофагов",Breeding of insects effective against agricultural pests on artificial nutrient media of entomophagous,Q2Q3,TRUE,86100,,,,,,,,,,,,,,,
1429,3,"Breeding of insects effective against agricultural pests on artificial nutrient media of entomophagous
 Селекция эффективных против сельскохозяйственных вредителей насекомых на искусственных питательных средах энтомофагов",Breeding of insects effective against agricultural pests on artificial nutrient media of entomophagous,Q2Q3,TRUE,77900,,,,,,,,,,,,,,,
1429,4,"Breeding of insects effective against agricultural pests on artificial nutrient media of entomophagous
 Селекция эффективных против сельскохозяйственных вредителей насекомых на искусственных питательных средах энтомофагов",Breeding of insects effective against agricultural pests on artificial nutrient media of entomophagous,Q2Q3,TRUE,69700,,,,,,,,,,,,,,,
1430,1,"Biopesticides in the control of agricultural pests
 Биопестициды в борьбе с сельскохозяйственными вредителями",Biopesticides in the control of agricultural pests,Q2Q3,TRUE,123000,,,,,,,,,,,,,,,
1430,2,"Biopesticides in the control of agricultural pests
 Биопестициды в борьбе с сельскохозяйственными вредителями",Biopesticides in the control of agricultural pests,Q2Q3,TRUE,110700,,,,,,,,,,,,,,,
1430,3,"Biopesticides in the control of agricultural pests
 Биопестициды в борьбе с сельскохозяйственными вредителями",Biopesticides in the control of agricultural pests,Q2Q3,TRUE,94300,,,,,,,,,,,,,,,
1431,1,"Hypoadiponectinemia in type 2 diabetes mellitus
 Гипоадипонектинемия при сахарном диабете 2 типа",Hypoadiponectinemia in type 2 diabetes mellitus,Q3,TRUE,172200,,,,,,,,,,,,,,,
1431,2,"Hypoadiponectinemia in type 2 diabetes mellitus
 Гипоадипонектинемия при сахарном диабете 2 типа",Hypoadiponectinemia in type 2 diabetes mellitus,Q3,TRUE,86100,,,,,,,,,,,,,,,
1431,3,"Hypoadiponectinemia in type 2 diabetes mellitus
 Гипоадипонектинемия при сахарном диабете 2 типа",Hypoadiponectinemia in type 2 diabetes mellitus,Q3,TRUE,77900,,,,,,,,,,,,,,,
1431,4,"Hypoadiponectinemia in type 2 diabetes mellitus
 Гипоадипонектинемия при сахарном диабете 2 типа",Hypoadiponectinemia in type 2 diabetes mellitus,Q3,TRUE,69700,,,,,,,,,,,,,,,
1432,1,"Video endoscopic technologies in the surgical treatment of gallstone disease with complications
 Видеоэндоскопические технологии в хирургическом лечении желчнокаменной болезни с осложнениями",Video endoscopic technologies in the surgical treatment of gallstone disease with complications,Q3,TRUE,172200,,,,,,,,,,,,,,,
1432,2,"Video endoscopic technologies in the surgical treatment of gallstone disease with complications
 Видеоэндоскопические технологии в хирургическом лечении желчнокаменной болезни с осложнениями",Video endoscopic technologies in the surgical treatment of gallstone disease with complications,Q3,TRUE,86100,,,,,,,,,,,,,,,
1432,3,"Video endoscopic technologies in the surgical treatment of gallstone disease with complications
 Видеоэндоскопические технологии в хирургическом лечении желчнокаменной болезни с осложнениями",Video endoscopic technologies in the surgical treatment of gallstone disease with complications,Q3,TRUE,77900,,,,,,,,,,,,,,,
1432,4,"Video endoscopic technologies in the surgical treatment of gallstone disease with complications
 Видеоэндоскопические технологии в хирургическом лечении желчнокаменной болезни с осложнениями",Video endoscopic technologies in the surgical treatment of gallstone disease with complications,Q3,TRUE,69700,,,,,,,,,,,,,,,
1433,1,"Взаимоотношения медицинского персонала и родителей ребенкапациента в детском инфекционном стационаре
 
 The relationship between medical personnel and patients parents in childrens infectious diseases hospital",Relationships of medical personnel and parents of the child's infectious hospital,Q2,TRUE,172200,,,,,,,,,,,,,,,
1433,2,"Взаимоотношения медицинского персонала и родителей ребенкапациента в детском инфекционном стационаре
 
 The relationship between medical personnel and patients parents in childrens infectious diseases hospital",Relationships of medical personnel and parents of the child's infectious hospital,Q2,TRUE,86100,,,,,,,,,,,,,,,
1433,3,"Взаимоотношения медицинского персонала и родителей ребенкапациента в детском инфекционном стационаре
 
 The relationship between medical personnel and patients parents in childrens infectious diseases hospital",Relationships of medical personnel and parents of the child's infectious hospital,Q2,TRUE,77900,,,,,,,,,,,,,,,
1433,4,"Взаимоотношения медицинского персонала и родителей ребенкапациента в детском инфекционном стационаре
 
 The relationship between medical personnel and patients parents in childrens infectious diseases hospital",Relationships of medical personnel and parents of the child's infectious hospital,Q2,TRUE,69700,,,,,,,,,,,,,,,
1434,1,"Международный опыт православного образования в высшей школе
 International experience of Orthodox education in higher education",International Experience of Orthodox Education in Higher School,Q2Q3,FALSE,82000,,,,,,,,,,,,,,,
1434,2,"Международный опыт православного образования в высшей школе
 International experience of Orthodox education in higher education",International Experience of Orthodox Education in Higher School,Q2Q3,FALSE,73800,,,,,,,,,,,,,,,
1434,3,"Международный опыт православного образования в высшей школе
 International experience of Orthodox education in higher education",International Experience of Orthodox Education in Higher School,Q2Q3,FALSE,65600,,,,,,,,,,,,,,,
1434,4,"Международный опыт православного образования в высшей школе
 International experience of Orthodox education in higher education",International Experience of Orthodox Education in Higher School,Q2Q3,FALSE,57400,,,,,,,,,,,,,,,
1434,5,"Международный опыт православного образования в высшей школе
 International experience of Orthodox education in higher education",International Experience of Orthodox Education in Higher School,Q2Q3,FALSE,49200,,,,,,,,,,,,,,,
1435,1,"Практика социального служения в православии
 The practice of social service in Orthodoxy",Social service practice in Orthodoxy,Q2,FALSE,94300,,,,,,,,,,,,,,,
1435,2,"Практика социального служения в православии
 The practice of social service in Orthodoxy",Social service practice in Orthodoxy,Q2,FALSE,86100,,,,,,,,,,,,,,,
1435,3,"Практика социального служения в православии
 The practice of social service in Orthodoxy",Social service practice in Orthodoxy,Q2,FALSE,77900,,,,,,,,,,,,,,,
1435,4,"Практика социального служения в православии
 The practice of social service in Orthodoxy",Social service practice in Orthodoxy,Q2,FALSE,69700,,,,,,,,,,,,,,,
1436,1,"История формирования Российской Православной Церкви в контексте мирового становления православия
 The history of the Russian Orthodox Church in the context of the global formation of Orthodoxy",The history of the formation of the Russian Orthodox Church in the context of the world formation of Orthodoxy,Q2Q3,FALSE,123000,,,,,,,,,,,,,,,
1436,2,"История формирования Российской Православной Церкви в контексте мирового становления православия
 The history of the Russian Orthodox Church in the context of the global formation of Orthodoxy",The history of the formation of the Russian Orthodox Church in the context of the world formation of Orthodoxy,Q2Q3,FALSE,110700,,,,,,,,,,,,,,,
1436,3,"История формирования Российской Православной Церкви в контексте мирового становления православия
 The history of the Russian Orthodox Church in the context of the global formation of Orthodoxy",The history of the formation of the Russian Orthodox Church in the context of the world formation of Orthodoxy,Q2Q3,FALSE,94300,,,,,,,,,,,,,,,
1437,1,"Старение населения и его влияние на экономику страны
 Population aging and its impact on the countrys economy",The aging of the population and its influence on the country's economy,Q3,FALSE,65600,,,,,,,,,,,,,,,
1437,2,"Старение населения и его влияние на экономику страны
 Population aging and its impact on the countrys economy",The aging of the population and its influence on the country's economy,Q3,FALSE,55760,,,,,,,,,,,,,,,
1437,3,"Старение населения и его влияние на экономику страны
 Population aging and its impact on the countrys economy",The aging of the population and its influence on the country's economy,Q3,FALSE,47560,,,,,,,,,,,,,,,
1437,4,"Старение населения и его влияние на экономику страны
 Population aging and its impact on the countrys economy",The aging of the population and its influence on the country's economy,Q3,FALSE,36080,,,,,,,,,,,,,,,
1438,1,"Выявление Факторов Ожидаемой Продолжительности Жизни На Экономику
 Revealing Factors Of Life Expectancy On Economy",Detection of factors of expected lifespan for the economy,Q3,FALSE,57400,,,,,,,,,,,,,,,
1438,2,"Выявление Факторов Ожидаемой Продолжительности Жизни На Экономику
 Revealing Factors Of Life Expectancy On Economy",Detection of factors of expected lifespan for the economy,Q3,FALSE,49200,,,,,,,,,,,,,,,
1438,3,"Выявление Факторов Ожидаемой Продолжительности Жизни На Экономику
 Revealing Factors Of Life Expectancy On Economy",Detection of factors of expected lifespan for the economy,Q3,FALSE,41000,,,,,,,,,,,,,,,
1439,1,"Зеленый метод синтеза функционализированных нанолистов из нитрида бора
 Green method for the synthesis of functionalized boron nitride nanosheets",Green method of synthesis of functionalized nodium nodides from boron nitride,Q3Q4,TRUE,57400,,,,,,,,,,,,,,,
1439,2,"Зеленый метод синтеза функционализированных нанолистов из нитрида бора
 Green method for the synthesis of functionalized boron nitride nanosheets",Green method of synthesis of functionalized nodium nodides from boron nitride,Q3Q4,TRUE,49200,,,,,,,,,,,,,,,
1439,3,"Зеленый метод синтеза функционализированных нанолистов из нитрида бора
 Green method for the synthesis of functionalized boron nitride nanosheets",Green method of synthesis of functionalized nodium nodides from boron nitride,Q3Q4,TRUE,41000,,,,,,,,,,,,,,,
1439,4,"Зеленый метод синтеза функционализированных нанолистов из нитрида бора
 Green method for the synthesis of functionalized boron nitride nanosheets",Green method of synthesis of functionalized nodium nodides from boron nitride,Q3Q4,TRUE,32800,,,,,,,,,,,,,,,
1439,5,"Зеленый метод синтеза функционализированных нанолистов из нитрида бора
 Green method for the synthesis of functionalized boron nitride nanosheets",Green method of synthesis of functionalized nodium nodides from boron nitride,Q3Q4,TRUE,24600,,,,,,,,,,,,,,,
1440,1,"Новый способ получения электродных материалов для суперконденсаторов на основе нанокомпозита углерод PVA
 A new method for producing electrode materials for supercapacitors based on carbon  PVA nanocomposite",A new method of producing electrode materials for supercapacitors based on the nanocomposite carbon PVA,Q3Q4,TRUE,65600,,,,,,,,,,,,,,,
1440,2,"Новый способ получения электродных материалов для суперконденсаторов на основе нанокомпозита углерод PVA
 A new method for producing electrode materials for supercapacitors based on carbon  PVA nanocomposite",A new method of producing electrode materials for supercapacitors based on the nanocomposite carbon PVA,Q3Q4,TRUE,55760,,,,,,,,,,,,,,,
1440,3,"Новый способ получения электродных материалов для суперконденсаторов на основе нанокомпозита углерод PVA
 A new method for producing electrode materials for supercapacitors based on carbon  PVA nanocomposite",A new method of producing electrode materials for supercapacitors based on the nanocomposite carbon PVA,Q3Q4,TRUE,47560,,,,,,,,,,,,,,,
1440,4,"Новый способ получения электродных материалов для суперконденсаторов на основе нанокомпозита углерод PVA
 A new method for producing electrode materials for supercapacitors based on carbon  PVA nanocomposite",A new method of producing electrode materials for supercapacitors based on the nanocomposite carbon PVA,Q3Q4,TRUE,36080,,,,,,,,,,,,,,,
